"Client Dealer ID","Dealer Name","State","Assigned Rep","Current Demand Bucket","Pattern Type","Urgency Status","Confidence Score %","Post-Visit Lift %","Organic Ratio %","2025+ Visits","2025+ Applications","2025+ Approvals","2025+ Approval Rate %","2025+ Booked Loans","2025+ Booked Volume ($)","2025+ Look-To-Book %","2025+ Yield Per Visit ($)","Last Visit Date","Days Since Last Visit","Last App Date","Days Since Last App","Last Booked Date","Days Since Last Booked","Last 90D Apps (Summer 2026)","Last 90D Bookings","Last 90D Booked Volume ($)","Last 180D Apps (2026 YTD)","Last 180D Bookings","Last 180D Booked Volume ($)","Current Activity Recency Status","Decision Rationale & Flags"
"TX208","Camper Clinic -Rockport Loc. -TX208","TX","George Ott","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-08-17","1830","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IL248","IRON SADDLE RANCH - IL248","IL","Genevieve Coulombe","COMFORT_STOP","empty_friction","not_monitored","91","N/A","0","2","0","0","0","0","0","0","0","2025-07-11","405","2021-08-12","1835","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Comfort Stop / Time Sink (Confidence 91%). | Field reps have conducted 4 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 4 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"AZ256","Anthem RV and Boats -AZ256","AZ","Steve Kimble","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-08-11","1836","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"EOK101","CrossTimbers Boat Sales LLC - EOK101","OK","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-08-09","1838","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"AZ295","Always RV - AZ295","AZ","Steve Kimble","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-08-08","742","2021-08-03","1844","2021-06-30","1878","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"WI122","Willies RV - WI122","WI","Dan Zilberchtein","COMFORT_STOP","empty_friction","not_monitored","98","N/A","0","5","0","0","0","0","0","0","0","2025-05-30","447","2021-08-02","1845","2021-05-11","1928","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 6 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 6 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"ETN101","Bos Marine - ETN101","TN","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-07-31","1847","2021-09-27","1789","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MI410","A and S RV Center -MI410","MI","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-07-27","1851","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IL186","Ricks RV Center - IL186","IL","Genevieve Coulombe","COMFORT_STOP","empty_friction","not_monitored","98","N/A","0","2","5","0","0","0","0","0","0","2025-08-19","366","2026-08-07","14","Never","Never","5","0","0","5","0","0","Active (Last 90D)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 9 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 9 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"ENC124","Bellhart Marine - ENC124","NC","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-07-20","1858","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"OH178","ERIE SHORES BOATS and BROKERAGE LLC - OH178","OH","Janet Harrington","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-07-17","1861","2021-06-16","1892","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"AL114","SPORTSMANS MARINE - AL114","AL","Jeff Smith","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-07-08","1870","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"ETX108","American Truck and RV ETX108","TX","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-07-07","1871","2021-07-19","1859","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"EKY100","Calico Jacks Boat and  RV 1e Marine LLC - EKY100","KY","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-07-01","1877","2021-07-21","1857","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"FL124","Sundance Marine - Ft. Lauderdale - FL124","FL","Pam Carter","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-06-28","1880","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MN231","Hilmerson RV -MN231","MN","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-06-22","1886","2021-07-12","1866","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"WI443","Lake Delton Water Sports -WI443","WI","Dan Zilberchtein","COMFORT_STOP","empty_friction","not_monitored","87","N/A","0","2","0","0","0","0","0","0","0","2025-01-06","591","2021-06-10","1898","2021-02-02","2026","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Comfort Stop / Time Sink (Confidence 87%). | Field reps have conducted 3 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 3 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"MN606","Cannon Power Sports, Inc -MN606","MN","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-06-07","1901","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"IL184","Bitler Marine - IL184","IL","Genevieve Coulombe","COMFORT_STOP","empty_friction","not_monitored","87","N/A","0","1","0","0","0","0","0","0","0","2025-08-22","363","2021-06-02","1906","2021-07-09","1869","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Comfort Stop / Time Sink (Confidence 87%). | Field reps have conducted 3 in-person visits across multiple quarters, resulting in $0 in lifetime booked loan volume. | Why this rule applied: Extremely low yield ($0/visit) across 3 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"MI133","Halls Sport Center -MI133","MI","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-06-02","1906","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"ESC110","Boat Sales of Lake Wylie Inc - ESC110","SC","S1 House","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-05-28","1911","2021-07-19","1859","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"MN318","RJ Sport Cycle -MN318","MN","Dan Zilberchtein","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","2024-11-16","642","2021-05-28","1911","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"TX427","ExploreUSA RV Supercenter - San Antonio - TX427","TX","George Ott","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","1","0","0","0","0","0","0","0","2025-12-03","260","2021-05-25","1914","Never","Never","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 1 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
"TX348","Lloyds Trailer Sales Inc. - TX348","TX","George Ott","INSUFFICIENT_DATA","unexplored","not_monitored","40","N/A","0","0","0","0","0","0","0","0","0","Never","Never","2021-05-25","1914","2021-06-17","1891","0","0","0","0","0","0","Dormant (>365D Silent)","Classified as Discovery Queue / Insufficient Data. | Rooftop has received 0 in-person visit and submitted 0 application. | Why this rule applied: Inconclusive interaction history (<2 visits and <5 apps). | Recommendation: Schedule an exploratory baseline visit to assess dealership loan potential."
